Date,1990_gro,1990_bench,1995_gro,1995_bench,2000_gro,2000_bench,2005_gro,2005_bench,2010_gro,2010_bench,2015_gro,2015_bench,2020_gro,2020_bench
2003-10-13,,,,,2062111.6249648076,804750.8455557554,,,,,,,,
2003-10-17,7663282.889436788,2952825.202745348,3494904.766370555,2583152.6185288327,2053749.755157636,789023.8841602978,,,,,,,,
2003-10-20,,,,,2053749.755157636,789023.8841602978,,,,,,,,
2003-10-24,7587535.220971768,2914525.5094220294,3419726.6268870714,2566303.6880736267,2117800.6693084235,804674.4770547568,,,,,,,,
2003-10-27,,,,,2117800.6693084235,804674.4770547568,,,,,,,,
2003-10-31,7724021.757820273,2993357.6244473923,3480329.7450563307,2608919.9680106114,2136569.0663132784,812308.5870810837,,,,,,,,
2003-11-03,,,,,2136569.0663132784,812308.5870810837,,,,,,,,
2003-11-07,7638324.453160534,2959693.490661728,3444251.449910574,2616599.486655216,2126066.234787142,812003.7318033706,,,,,,,,
2003-11-10,,,,,2126066.234787142,812003.7318033706,,,,,,,,
2003-11-14,7663831.512449408,2949857.202511414,3410891.5759036574,2612883.646056,2079922.1253485484,792306.7574190805,,,,,,,,
2003-11-17,,,,,2079922.1253485484,792306.7574190805,,,,,,,,
2003-11-21,7733365.859599473,2973741.289025412,3460658.4165402898,2581913.4312979686,2149292.269497688,812080.188693838,,,,,,,,
2003-11-24,,,,,2149292.269497688,812080.188693838,,,,,,,,
2003-11-28,7876476.223589355,3024732.098903553,3508880.585928646,2637411.5214580186,2137889.5700777243,821470.1555168508,,,,,,,,
2003-12-01,,,,,2137889.5700777243,821470.1555168508,,,,,,,,
2003-12-05,7844022.037593911,3022414.491652758,3471775.201994343,2647321.2902692826,2083178.832682538,823989.6089340539,,,,,,,,
2003-12-08,,,,,2083178.832682538,823989.6089340539,,,,,,,,
2003-12-12,7816386.088404826,3018853.029386463,3458727.254417979,2679282.2811142136,2100264.4822534425,837655.6814761749,,,,,,,,
2003-12-15,,,,,2100264.4822534425,837655.6814761749,,,,,,,,
2003-12-19,7937096.603750103,3089233.485991665,3519954.2918350645,2710862.0497763157,2081457.486165172,840846.6296874593,,,,,,,,
2003-12-22,,,,,2081457.486165172,840846.6296874593,,,,,,,,
2003-12-26,8025095.432832814,3135984.4926990797,3572419.2380943554,2730775.3869878463,2113819.0105312536,853579.3978290663,,,,,,,,
2003-12-29,,,,,2113819.0105312536,853579.3978290663,,,,,,,,
2004-01-02,8041336.016167875,3171994.5266928957,3573408.5497072055,2768863.470252049,2113339.280881627,869687.5830032354,,,,,,,,
2004-01-05,,,,,2113339.280881627,869687.5830032354,,,,,,,,
